Year,"Geographic
Region",State of Death,"Age
Group","Veteran
Suicides","Veteran
Suicide
Rate
per
100,000","General
Population
Suicides","General
Population
Rate per
100,000"
2012,All,U.S. Total,35-54,1919,31.0,15620,18.4
2012,All,U.S. Total,55-74,2351,25.7,10296,16.5
2012,All,U.S. Total,75+,1440,30.3,3281,17.1
2012,All,U.S. Total,All,6442,29.0,39426,16.4
2013,Northeastern,All,18-34,76,31.0,1361,10.6
2013,Northeastern,All,35-54,232,29.6,2246,14.7
2013,Northeastern,All,55-74,279,20.5,1586,13.3
2013,Northeastern,All,75+,194,21.8,458,11.8
2013,Northeastern,All,All,781,23.8,5651,12.9
2013,Northeastern,Connecticut,18-34,<10,--,63,8.1
2013,Northeastern,Connecticut,35-54,15,30.0*,138,13.8
2013,Northeastern,Connecticut,55-74,<10,--,98,12.7
2013,Northeastern,Connecticut,75+,<10,--,20,7.9
2013,Northeastern,Connecticut,All,34,15.7,319,11.3
2013,Northeastern,Maine,18-34,<10,--,53,20.0
2013,Northeastern,Maine,35-54,15,45.5*,94,25.9
2013,Northeastern,Maine,55-74,18,32.1*,67,19.9
2013,Northeastern,Maine,75+,10-20,--,24,23.5
2013,Northeastern,Maine,All,47,36.4,238,22.3
2013,Northeastern,Massachusetts,18-34,<10,--,158,9.8
2013,Northeastern,Massachusetts,35-54,21,23.3,223,12.1
2013,Northeastern,Massachusetts,55-74,23,14.3,144,10.2
2013,Northeastern,Massachusetts,75+,<10,--,27,6.0
2013,Northeastern,Massachusetts,All,58,14.9,552,10.4
2013,Northeastern,New Hampshire,18-34,<10,--,40-50,--
2013,Northeastern,New Hampshire,35-54,<10,--,76,20.1
2013,Northeastern,New Hampshire,55-74,12,24.5*,56,18.0
2013,Northeastern,New Hampshire,75+,<10,--,<10,--
2013,Northeastern,New Hampshire,All,26,22.6,179,17.0
2013,Northeastern,New Jersey,18-34,<10,--,178,9.3
2013,Northeastern,New Jersey,35-54,28,28.9,296,11.7
2013,Northeastern,New Jersey,55-74,35,19.1,202,11.1
2013,Northeastern,New Jersey,75+,20-30,--,66,11.3
2013,Northeastern,New Jersey,All,99,22.3,742,10.8
2013,Northeastern,New York,18-34,19,25.3*,421,8.8
2013,Northeastern,New York,35-54,53,23.6,623,11.7
2013,Northeastern,New York,55-74,65,17.6,474,11.8
2013,Northeastern,New York,75+,60,24.2,134,10.3
2013,Northeastern,New York,All,197,21.5,1652,10.7
2013,Northeastern,Pennsylvania,18-34,29,41.4,406,14.2
2013,Northeastern,Pennsylvania,35-54,82,35.7,691,20.5
2013,Northeastern,Pennsylvania,55-74,105,26.4,474,16.6
2013,Northeastern,Pennsylvania,75+,73,29.4,161,16.4
2013,Northeastern,Pennsylvania,All,289,30.5,1732,17.2
2013,Northeastern,Rhode Island,18-34,<10,--,27,10.6
2013,Northeastern,Rhode Island,35-54,<10,--,59,20.9
2013,Northeastern,Rhode Island,55-74,<10,--,33,14.6
2013,Northeastern,Rhode Island,75+,<10,--,12,15.6*
2013,Northeastern,Rhode Island,All,18,24.3*,131,15.6
2013,Northeastern,Vermont,18-34,<10,--,10-20,--
2013,Northeastern,Vermont,35-54,<10,--,46,27.5
2013,Northeastern,Vermont,55-74,<10,--,38,24.6
2013,Northeastern,Vermont,75+,<10,--,<10,--
2013,Northeastern,Vermont,All,13,27.7*,106,21.1
2013,Midwestern,All,18-34,183,43.8,2352,15.2
2013,Midwestern,All,35-54,394,31.3,3384,19.1
2013,Midwestern,All,55-74,497,24.6,2198,15.6
2013,Midwestern,All,75+,295,26.7,686,15.6
2013,Midwestern,All,All,1372,28.6,8620,16.6
2013,Midwestern,Illinois,18-34,22,33.8,338,11.1
2013,Midwestern,Illinois,35-54,50,26.6,499,14.4
2013,Midwestern,Illinois,55-74,59,19.5,330,12.9
2013,Midwestern,Illinois,75+,41,23.0,106,13.5
2013,Midwestern,Illinois,All,172,23.4,1273,12.9
2013,Midwestern,Indiana,18-34,17,39.5*,261,17.2
2013,Midwestern,Indiana,35-54,51,37.5,360,20.8
2013,Midwestern,Indiana,55-74,56,28.1,225,16.8
2013,Midwestern,Indiana,75+,29,29.3,67,16.8
2013,Midwestern,Indiana,All,153,32.1,913,18.3
2013,Midwestern,Iowa,18-34,11,50.0*,124,17.4
2013,Midwestern,Iowa,35-54,17,28.8*,170,21.9
2013,Midwestern,Iowa,55-74,17,18.5*,98,15.1
2013,Midwestern,Iowa,75+,21,35.0,39,17.0
2013,Midwestern,Iowa,All,66,28.3,431,18.2
2013,Midwestern,Kansas,18-34,<10,--,108,15.7
2013,Midwestern,Kansas,35-54,10-20,--,161,22.3
2013,Midwestern,Kansas,55-74,25,29.1,104,18.1
2013,Midwestern,Kansas,75+,22,44.0,37,19.7
2013,Midwestern,Kansas,All,71,32.3,410,18.9
2013,Midwestern,Michigan,18-34,31,66.0,322,14.6
2013,Midwestern,Michigan,35-54,53,30.5,500,19.0
2013,Midwestern,Michigan,55-74,65,21.4,309,14.2
2013,Midwestern,Michigan,75+,34,21.1,101,15.5
2013,Midwestern,Michigan,All,184,26.8,1232,16.1
2013,Midwestern,Minnesota,18-34,13,41.9*,187,15.0
2013,Midwestern,Minnesota,35-54,33,36.7,240,16.7
2013,Midwestern,Minnesota,55-74,38,23.2,177,16.0
2013,Midwestern,Minnesota,75+,12,13.3*,43,12.6
2013,Midwestern,Minnesota,All,96,25.6,647,15.6
2013,Midwestern,Missouri,18-34,26,57.8,236,16.9
2013,Midwestern,Missouri,35-54,60,46.2,378,24.1
2013,Midwestern,Missouri,55-74,81,37.9,249,19.4
2013,Midwestern,Missouri,75+,34,32.7,68,17.0
2013,Midwestern,Missouri,All,201,40.8,931,20.0
2013,Midwestern,Nebraska,18-34,<10,--,57,12.9
2013,Midwestern,Nebraska,35-54,<10,--,80,17.1
2013,Midwestern,Nebraska,55-74,15,27.3*,52,14.1
2013,Midwestern,Nebraska,75+,10,31.3*,24,19.3
2013,Midwestern,Nebraska,All,36,25.5,213,15.2
2013,Midwestern,North Dakota,18-34,<10,--,56,28.7
2013,Midwestern,North Dakota,35-54,<10,--,37,21.6
2013,Midwestern,North Dakota,55-74,<10,--,20-30,--
2013,Midwestern,North Dakota,75+,<10,--,<10,--
2013,Midwestern,North Dakota,All,16,26.7*,122,21.8
2013,Midwestern,Ohio,18-34,26,36.1,395,15.4
2013,Midwestern,Ohio,35-54,65,27.2,574,18.8
2013,Midwestern,Ohio,55-74,82,22.0,394,15.6
2013,Midwestern,Ohio,75+,58,29.0,129,16.4
2013,Midwestern,Ohio,All,231,26.2,1492,16.7
2013,Midwestern,South Dakota,18-34,<10,--,42,21.4
2013,Midwestern,South Dakota,35-54,<10,--,57,27.9
2013,Midwestern,South Dakota,55-74,<10,--,20-30,--
2013,Midwestern,South Dakota,75+,<10,--,<10,--
2013,Midwestern,South Dakota,All,19,26.0*,131,20.6
2013,Midwestern,Wisconsin,18-34,19,54.3*,226,17.5
2013,Midwestern,Wisconsin,35-54,36,34.3,328,21.5
2013,Midwestern,Wisconsin,55-74,42,23.3,210,17.2
2013,Midwestern,Wisconsin,75+,29,27.9,61,15.9
2013,Midwestern,Wisconsin,All,127,30.0,825,18.6
2013,Southern,Alabama,18-34,16,39.0*,177,16.0
2013,Southern,Alabama,35-54,33,27.5,258,20.3
2013,Southern,Alabama,55-74,56,32.9,200,19.2
2013,Southern,Alabama,75+,29,38.2,69,22.9
2013,Southern,Alabama,All,134,32.9,704,18.9
2013,Southern,All,18-34,378,40.1,3940,14.2
2013,Southern,All,35-54,726,27.1,5873,18.6
2013,Southern,All,55-74,1011,27.5,4306,17.9
2013,Southern,All,75+,584,33.2,1332,18.9
2013,Southern,All,All,2700,29.8,15451,17.1
2013,Southern,Arkansas,18-34,18,69.2*,137,20.3
2013,Southern,Arkansas,35-54,26,38.2,198,26.2
2013,Southern,Arkansas,55-74,34,32.7,121,19.3
2013,Southern,Arkansas,75+,19,39.6*,42,21.8
2013,Southern,Arkansas,All,97,39.4,498,22.1
2013,Southern,Delaware,18-34,<10,--,29,13.7
2013,Southern,Delaware,35-54,<10,--,45,18.6
2013,Southern,Delaware,55-74,<10,--,32,15.5
2013,Southern,Delaware,75+,<10,--,12,19.6*
2013,Southern,Delaware,All,18,23.4*,118,16.4
2013,Southern,District of Columbia,18-34,<10,--,10-20,--
2013,Southern,District of Columbia,35-54,<10,--,15,9.0*
2013,Southern,District of Columbia,55-74,<10,--,12,10.8*
2013,Southern,District of Columbia,75+,<10,--,<10,--
2013,Southern,District of Columbia,All,<10,--,38,7.0
2013,Southern,Florida,18-34,50,40.0,547,12.9
2013,Southern,Florida,35-54,137,32.6,1077,20.9
2013,Southern,Florida,55-74,205,30.8,892,19.9
2013,Southern,Florida,75+,157,37.0,361,21.9
2013,Southern,Florida,All,549,33.6,2877,18.5
2013,Southern,Georgia,18-34,29,34.1,328,13.8
2013,Southern,Georgia,35-54,44,17.6,464,16.8
2013,Southern,Georgia,55-74,76,25.5,311,16.5
2013,Southern,Georgia,75+,29,25.0,69,14.8
2013,Southern,Georgia,All,178,23.8,1172,15.6
2013,Southern,Kentucky,18-34,11,35.5*,189,18.9
2013,Southern,Kentucky,35-54,40,41.7,266,22.5
2013,Southern,Kentucky,55-74,41,29.3,183,19.4
2013,Southern,Kentucky,75+,26,40.0,48,18.2
2013,Southern,Kentucky,All,118,35.5,686,20.2
2013,Southern,Louisiana,18-34,12,30.0*,155,13.6
2013,Southern,Louisiana,35-54,21,22.1,201,17.0
2013,Southern,Louisiana,55-74,26,21.3,149,16.0
2013,Southern,Louisiana,75+,27,42.9,55,21.3
2013,Southern,Louisiana,All,86,26.9,560,15.9
2013,Southern,Maryland,18-34,14,35.0*,163,11.8
2013,Southern,Maryland,35-54,25,18.2,206,12.4
2013,Southern,Maryland,55-74,29,16.7,142,11.8
2013,Southern,Maryland,75+,15,17.9*,42,12.5
2013,Southern,Maryland,All,83,19.1,553,12.1
2013,Southern,Mississippi,18-34,<10,--,95,13.5
2013,Southern,Mississippi,35-54,10-20,--,158,20.6
2013,Southern,Mississippi,55-74,19,21.6*,100,16.4
2013,Southern,Mississippi,75+,11,27.5*,24,13.8
2013,Southern,Mississippi,All,49,22.6,377,16.7
2013,Southern,North Carolina,18-34,27,31.0,294,13.0
2013,Southern,North Carolina,35-54,66,28.6,504,18.8
2013,Southern,North Carolina,55-74,77,24.0,360,17.6
2013,Southern,North Carolina,75+,39,27.3,91,15.7
2013,Southern,North Carolina,All,209,26.7,1249,16.5
2013,Southern,Oklahoma,18-34,18,50.0*,183,19.8
2013,Southern,Oklahoma,35-54,27,30.3,239,24.8
2013,Southern,Oklahoma,55-74,46,33.3,162,20.8
2013,Southern,Oklahoma,75+,23,37.1,54,23.0
2013,Southern,Oklahoma,All,114,35.1,638,22.0
2013,Southern,South Carolina,18-34,19,46.3*,173,15.8
2013,Southern,South Carolina,35-54,38,31.4,240,19.3
2013,Southern,South Carolina,55-74,43,25.1,212,20.0
2013,Southern,South Carolina,75+,26,34.2,52,18.2
2013,Southern,South Carolina,All,127,31.1,677,18.4
2013,Southern,Tennessee,18-34,25,52.1,239,16.2
2013,Southern,Tennessee,35-54,49,34.0,396,22.7
2013,Southern,Tennessee,55-74,71,31.6,296,21.3
2013,Southern,Tennessee,75+,29,29.9,76,19.5
2013,Southern,Tennessee,All,174,33.9,1007,20.1
2013,Southern,Texas,18-34,93,45.6,883,13.4
2013,Southern,Texas,35-54,132,26.1,1084,15.4
2013,Southern,Texas,55-74,175,26.6,753,16.3
2013,Southern,Texas,75+,96,32.8,222,18.2
2013,Southern,Texas,All,496,29.9,2942,15.1
2013,Southern,Virginia,18-34,28,30.4,276,14.0
2013,Southern,Virginia,35-54,55,20.8,401,17.5
2013,Southern,Virginia,55-74,67,23.2,275,16.4
2013,Southern,Virginia,75+,39,34.2,91,19.9
2013,Southern,Virginia,All,189,24.9,1043,16.3
2013,Southern,West Virginia,18-34,<10,--,62,15.8
2013,Southern,West Virginia,35-54,15,36.6*,121,24.8
2013,Southern,West Virginia,55-74,35,48.6,106,23.3
2013,Southern,West Virginia,75+,10-20,--,23,16.8
2013,Southern,West Virginia,All,70,43.8,312,21.2
2013,Western,Alaska,18-34,<10,--,86,44.2
2013,Western,Alaska,35-54,<10,--,47,24.2
2013,Western,Alaska,55-74,<10,--,20-30,--
2013,Western,Alaska,75+,<10,--,<10,--
2013,Western,Alaska,All,20,26.0,164,29.9
2013,Western,All,18-34,171,35.2,2719,15.0
2013,Western,All,35-54,457,35.5,3669,18.7
2013,Western,All,55-74,637,31.1,2839,19.7
2013,Western,All,75+,383,36.7,945,22.9
2013,Western,All,All,1650,33.9,10172,18.1
2013,Western,Arizona,18-34,24,52.2,282,18.1
2013,Western,Arizona,35-54,74,55.2,452,27.1
2013,Western,Arizona,55-74,90,39.5,286,21.0
2013,Western,Arizona,75+,48,37.8,117,27.5
2013,Western,Arizona,All,236,44.1,1137,22.7
2013,Western,California,18-34,48,24.0,963,10.0
2013,Western,California,35-54,121,24.6,1401,13.5
2013,Western,California,55-74,212,26.2,1132,16.0
2013,Western,California,75+,154,33.5,432,20.6
2013,Western,California,All,537,27.4,3928,13.5
2013,Western,Colorado,18-34,18,40.0*,263,20.4
2013,Western,Colorado,35-54,49,38.9,377,26.2
2013,Western,Colorado,55-74,61,35.7,261,25.1
2013,Western,Colorado,75+,27,35.5,67,25.7
2013,Western,Colorado,All,155,37.1,968,24.0
2013,Western,Hawaii,18-34,<10,--,57,17.0
2013,Western,Hawaii,35-54,11,30.6*,60,16.6
2013,Western,Hawaii,55-74,12,26.1*,40-50,--
2013,Western,Hawaii,75+,<10,--,<10,--
2013,Western,Hawaii,All,28,23.1,168,15.3
2013,Western,Idaho,18-34,<10,--,86,23.3
2013,Western,Idaho,35-54,16,45.7*,106,26.7
2013,Western,Idaho,55-74,21,36.8,83,25.5
2013,Western,Idaho,75+,10-20,--,21,23.1
2013,Western,Idaho,All,56,42.1,296,25.0
2013,Western,Montana,18-34,<10,--,73,32.0
2013,Western,Montana,35-54,<10,--,81,32.5
2013,Western,Montana,55-74,11,25.0*,60,24.7
2013,Western,Montana,75+,<10,--,18,26.0*
2013,Western,Montana,All,30,30.0,232,29.4
2013,Western,Nevada,18-34,17,85.0*,132,20.4
2013,Western,Nevada,35-54,36,58.1,190,25.1
2013,Western,Nevada,55-74,37,36.6,158,27.5
2013,Western,Nevada,75+,22,51.2,48,33.6
2013,Western,Nevada,All,112,49.6,528,24.9
2013,Western,New Mexico,18-34,<10,--,116,23.6
2013,Western,New Mexico,35-54,23,51.1,139,26.9
2013,Western,New Mexico,55-74,21,27.6,129,28.8
2013,Western,New Mexico,75+,10-20,--,29,22.7
2013,Western,New Mexico,All,65,38.0,413,26.1
2013,Western,Oregon,18-34,<10,--,161,17.8
2013,Western,Oregon,35-54,30-40,--,233,22.7
2013,Western,Oregon,55-74,54,36.2,202,22.8
2013,Western,Oregon,75+,38,51.4,73,29.0
2013,Western,Oregon,All,138,41.8,669,21.8
2013,Western,Utah,18-34,<10,--,185,23.9
2013,Western,Utah,35-54,20,52.6,210,31.0
2013,Western,Utah,55-74,33,55.9,128,29.7
2013,Western,Utah,75+,10-20,--,24,20.1
2013,Western,Utah,All,67,46.2,547,27.3
2013,Western,Washington,18-34,19,31.7*,279,16.8
2013,Western,Washington,35-54,51,29.8,332,17.8
2013,Western,Washington,55-74,69,26.4,291,20.0
2013,Western,Washington,75+,36,32.7,95,24.4
2013,Western,Washington,All,175,29.1,997,18.6
2013,Western,Wyoming,18-34,<10,--,36,25.6
2013,Western,Wyoming,35-54,<10,--,41,28.2
2013,Western,Wyoming,55-74,15,71.4*,38,30.0
2013,Western,Wyoming,75+,<10,--,10,30.7*
2013,Western,Wyoming,All,31,63.3,125,28.1
2013,All,U.S. Total,18-34,808,38.6,10372,13.9
2013,All,U.S. Total,35-54,1809,30.1,15172,18.0
2013,All,U.S. Total,55-74,2424,26.6,10929,17.0
2013,All,U.S. Total,75+,1456,30.3,3421,17.6
2013,All,U.S. Total,All,6503,29.6,39894,16.5
2014,Northeastern,All,18-34,71,29.0,1424,11.0
2014,Northeastern,All,35-54,236,31.2,2281,15.2
2014,Northeastern,All,55-74,300,22.7,1675,13.7
2014,Northeastern,All,75+,188,21.8,435,11.1
2014,Northeastern,All,All,795,24.9,5815,13.2
2014,Northeastern,Connecticut,18-34,<10,--,69,8.7
2014,Northeastern,Connecticut,35-54,10-20,--,158,16.1
2014,Northeastern,Connecticut,55-74,17,18.9*,110,13.8
2014,Northeastern,Connecticut,75+,13,21.7*,36,14.1
2014,Northeastern,Connecticut,All,44,20.8,373,13.2
2014,Northeastern,Maine,18-34,<10,--,58,21.8
2014,Northeastern,Maine,35-54,15,45.5*,76,21.3
2014,Northeastern,Maine,55-74,17,29.3*,57,16.5
2014,Northeastern,Maine,75+,10-20,--,21,20.3
2014,Northeastern,Maine,All,49,38.3,212,19.8
2014,Northeastern,Massachusetts,18-34,<10,--,146,8.9
2014,Northeastern,Massachusetts,35-54,10-20,--,235,12.9
2014,Northeastern,Massachusetts,55-74,21,13.6,157,10.8
2014,Northeastern,Massachusetts,75+,19,17.8*,37,8.1
2014,Northeastern,Massachusetts,All,63,16.8,575,10.7
2014,Northeastern,New Hampshire,18-34,<10,--,76,26.5
2014,Northeastern,New Hampshire,35-54,12,41.4*,87,23.5
2014,Northeastern,New Hampshire,55-74,13,27.1*,63,19.6
2014,Northeastern,New Hampshire,75+,<10,--,16,18.2*
2014,Northeastern,New Hampshire,All,34,30.4,242,22.7
2014,Northeastern,New Jersey,18-34,12,37.5*,190,9.9
2014,Northeastern,New Jersey,35-54,20,21.5,313,12.6
2014,Northeastern,New Jersey,55-74,26,15.3,200,10.7
2014,Northeastern,New Jersey,75+,25,20.3,61,10.3
2014,Northeastern,New Jersey,All,83,19.9,764,11.1
2014,Northeastern,New York,18-34,22,29.3,432,9.0
2014,Northeastern,New York,35-54,63,28.9,639,12.2
2014,Northeastern,New York,55-74,75,20.6,467,11.4
2014,Northeastern,New York,75+,42,17.4,111,8.5
2014,Northeastern,New York,All,202,22.5,1649,10.7
2014,Northeastern,Pennsylvania,18-34,17,24.6*,392,13.6
2014,Northeastern,Pennsylvania,35-54,88,39.6,692,20.9
2014,Northeastern,Pennsylvania,55-74,119,30.7,553,18.9
2014,Northeastern,Pennsylvania,75+,62,25.2,140,14.3
2014,Northeastern,Pennsylvania,All,286,30.9,1777,17.6
2014,Northeastern,Rhode Island,18-34,<10,--,30-40,--
2014,Northeastern,Rhode Island,35-54,<10,--,41,14.8
2014,Northeastern,Rhode Island,55-74,<10,--,30,12.9
2014,Northeastern,Rhode Island,75+,<10,--,<10,--
2014,Northeastern,Rhode Island,All,14,18.7*,107,12.7
2014,Northeastern,Vermont,18-34,<10,--,30-40,--
2014,Northeastern,Vermont,35-54,<10,--,40,24.5
2014,Northeastern,Vermont,55-74,<10,--,38,24.0
2014,Northeastern,Vermont,75+,<10,--,<10,--
2014,Northeastern,Vermont,All,20,46.5,116,23.0
2014,Midwestern,All,18-34,189,45.7,2411,15.5
2014,Midwestern,All,35-54,422,34.8,3304,18.8
2014,Midwestern,All,55-74,498,24.9,2299,15.9
2014,Midwestern,All,75+,281,26.3,688,15.5
2014,Midwestern,All,All,1391,29.7,8702,16.7
2014,Midwestern,Illinois,18-34,33,51.6,367,12.1
2014,Midwestern,Illinois,35-54,55,30.4,511,14.9
2014,Midwestern,Illinois,55-74,58,19.9,378,14.4
2014,Midwestern,Illinois,75+,37,21.4,101,12.7
2014,Midwestern,Illinois,All,183,25.8,1357,13.7
2014,Midwestern,Indiana,18-34,18,40.9*,273,18.0
2014,Midwestern,Indiana,35-54,33,25.4,350,20.5
2014,Midwestern,Indiana,55-74,44,21.7,225,16.3
2014,Midwestern,Indiana,75+,26,26.3,70,17.3
2014,Midwestern,Indiana,All,121,25.4,918,18.3
2014,Midwestern,Iowa,18-34,<10,--,116,16.2
2014,Midwestern,Iowa,35-54,24,42.9,152,19.8
2014,Midwestern,Iowa,55-74,23,24.5,93,14.0
2014,Midwestern,Iowa,75+,10-20,--,32,13.9
2014,Midwestern,Iowa,All,72,31.6,393,16.5
2014,Midwestern,Kansas,18-34,<10,--,121,17.6
2014,Midwestern,Kansas,35-54,21,36.2,166,23.3
2014,Midwestern,Kansas,55-74,23,26.7,113,19.2
2014,Midwestern,Kansas,75+,10-20,--,41,21.7
2014,Midwestern,Kansas,All,71,32.7,441,20.2
2014,Midwestern,Michigan,18-34,41,89.1,370,16.7
2014,Midwestern,Michigan,35-54,66,39.5,479,18.5
2014,Midwestern,Michigan,55-74,67,22.6,350,15.6
2014,Midwestern,Michigan,75+,31,20.4,101,15.4
2014,Midwestern,Michigan,All,205,31.0,1300,16.9
2014,Midwestern,Minnesota,18-34,<10,--,181,14.4
2014,Midwestern,Minnesota,35-54,27,31.4,241,16.9
2014,Midwestern,Minnesota,55-74,42,26.6,185,16.2
2014,Midwestern,Minnesota,75+,10-20,--,36,10.4
2014,Midwestern,Minnesota,All,96,26.2,643,15.4
2014,Midwestern,Missouri,18-34,19,43.2*,239,17.1
2014,Midwestern,Missouri,35-54,53,42.1,378,24.4
2014,Midwestern,Missouri,55-74,68,32.7,264,20.1
2014,Midwestern,Missouri,75+,45,45.5,98,24.1
2014,Midwestern,Missouri,All,186,39.0,979,21.0
2014,Midwestern,Nebraska,18-34,10,66.7*,81,18.2
2014,Midwestern,Nebraska,35-54,17,44.7*,82,17.7
2014,Midwestern,Nebraska,55-74,15,26.3*,48,12.6
2014,Midwestern,Nebraska,75+,11,33.3*,26,20.7
2014,Midwestern,Nebraska,All,53,37.1,237,16.8
2014,Midwestern,North Dakota,18-34,<10,--,46,22.9
2014,Midwestern,North Dakota,35-54,<10,--,45,26.2
2014,Midwestern,North Dakota,55-74,<10,--,30-40,--
2014,Midwestern,North Dakota,75+,<10,--,<10,--
2014,Midwestern,North Dakota,All,17,28.8*,131,23.0
2014,Midwestern,Ohio,18-34,27,38.0,359,13.9
2014,Midwestern,Ohio,35-54,72,31.3,555,18.5
2014,Midwestern,Ohio,55-74,92,24.8,394,15.3
2014,Midwestern,Ohio,75+,46,24.0,124,15.6
2014,Midwestern,Ohio,All,237,27.4,1432,16.0
2014,Midwestern,South Dakota,18-34,<10,--,50,25.4
2014,Midwestern,South Dakota,35-54,15,68.2*,54,26.6
2014,Midwestern,South Dakota,55-74,<10,--,20-30,--
2014,Midwestern,South Dakota,75+,<10,--,<10,--
2014,Midwestern,South Dakota,All,24,32.9,135,21.1
2014,Midwestern,Wisconsin,18-34,14,41.2*,208,16.0
2014,Midwestern,Wisconsin,35-54,30,29.4,291,19.3
2014,Midwestern,Wisconsin,55-74,55,30.6,191,15.1
2014,Midwestern,Wisconsin,75+,27,27.0,46,11.8
2014,Midwestern,Wisconsin,All,126,30.3,736,16.5
2014,Southern,Alabama,18-34,20,50.0,176,15.9
2014,Southern,Alabama,35-54,35,29.9,280,22.2
2014,Southern,Alabama,55-74,42,24.4,192,18.1
2014,Southern,Alabama,75+,19,25.0*,52,16.9
2014,Southern,Alabama,All,116,28.6,700,18.7
2014,Southern,All,18-34,327,35.4,4139,14.8
2014,Southern,All,35-54,738,28.3,6031,19.1
2014,Southern,All,55-74,1014,27.5,4639,18.7
2014,Southern,All,75+,580,33.4,1403,19.4
2014,Southern,All,All,2663,29.7,16212,17.7
2014,Southern,Arkansas,18-34,16,61.5*,134,19.8
2014,Southern,Arkansas,35-54,21,32.3,193,25.7
2014,Southern,Arkansas,55-74,36,35.3,138,21.6
2014,Southern,Arkansas,75+,19,39.6*,31,15.8
2014,Southern,Arkansas,All,92,38.2,496,21.9
2014,Southern,Delaware,18-34,<10,--,27,12.7
2014,Southern,Delaware,35-54,<10,--,53,22.1
2014,Southern,Delaware,55-74,<10,--,29,13.5
2014,Southern,Delaware,75+,<10,--,16,25.4*
2014,Southern,Delaware,All,22,28.6,125,17.1
2014,Southern,District of Columbia,18-34,<10,--,10-20,--
2014,Southern,District of Columbia,35-54,<10,--,24,14.2
2014,Southern,District of Columbia,55-74,<10,--,13,11.5*
2014,Southern,District of Columbia,75+,<10,--,<10,--
2014,Southern,District of Columbia,All,<10,--,52,9.5
2014,Southern,Florida,18-34,41,33.1,606,14.1
2014,Southern,Florida,35-54,138,33.7,1003,19.5
2014,Southern,Florida,55-74,222,33.1,995,21.5
2014,Southern,Florida,75+,147,34.3,370,21.8
2014,Southern,Florida,All,548,33.6,2974,18.8
2014,Southern,Georgia,18-34,18,21.7*,319,13.3
2014,Southern,Georgia,35-54,59,24.7,516,18.7
2014,Southern,Georgia,55-74,59,19.7,341,17.5
2014,Southern,Georgia,75+,36,30.5,89,18.5
2014,Southern,Georgia,All,172,23.2,1265,16.7
2014,Southern,Kentucky,18-34,17,54.8*,171,17.1
2014,Southern,Kentucky,35-54,47,51.1,280,23.9
2014,Southern,Kentucky,55-74,48,35.6,211,21.9
2014,Southern,Kentucky,75+,18,28.1*,53,19.7
2014,Southern,Kentucky,All,130,40.4,715,21.0
2014,Southern,Louisiana,18-34,17,45.9*,185,16.3
2014,Southern,Louisiana,35-54,19,20.2*,241,20.5
2014,Southern,Louisiana,55-74,44,34.6,182,19.0
2014,Southern,Louisiana,75+,23,40.4,47,17.9
2014,Southern,Louisiana,All,104,33.0,655,18.5
2014,Southern,Maryland,18-34,11,28.9*,139,10.1
2014,Southern,Maryland,35-54,21,15.8,219,13.3
2014,Southern,Maryland,55-74,28,16.5,165,13.3
2014,Southern,Maryland,75+,21,24.7,67,19.5
2014,Southern,Maryland,All,81,19.0,590,12.8
2014,Southern,Mississippi,18-34,<10,--,108,15.4
2014,Southern,Mississippi,35-54,10-20,--,131,17.3
2014,Southern,Mississippi,55-74,28,33.3,105,16.9
2014,Southern,Mississippi,75+,14,35.0*,29,16.3
2014,Southern,Mississippi,All,62,29.5,373,16.5
2014,Southern,North Carolina,18-34,22,25.0,330,14.5
2014,Southern,North Carolina,35-54,64,28.6,465,17.4
2014,Southern,North Carolina,55-74,84,26.5,411,19.5
2014,Southern,North Carolina,75+,37,27.0,100,16.9
2014,Southern,North Carolina,All,208,27.2,1306,17.1
2014,Southern,Oklahoma,18-34,23,63.9,203,21.9
2014,Southern,Oklahoma,35-54,37,42.5,278,28.9
2014,Southern,Oklahoma,55-74,51,37.8,177,22.2
2014,Southern,Oklahoma,75+,19,32.8*,49,20.5
2014,Southern,Oklahoma,All,130,41.1,707,24.2
2014,Southern,South Carolina,18-34,15,36.6*,176,15.9
2014,Southern,South Carolina,35-54,24,20.5,278,22.4
2014,Southern,South Carolina,55-74,44,25.0,207,18.9
2014,Southern,South Carolina,75+,35,48.6,66,22.4
2014,Southern,South Carolina,All,118,29.1,727,19.4
2014,Southern,Tennessee,18-34,15,31.9*,230,15.4
2014,Southern,Tennessee,35-54,45,32.1,394,22.7
2014,Southern,Tennessee,55-74,54,24.1,268,18.8
2014,Southern,Tennessee,75+,35,36.5,78,19.6
2014,Southern,Tennessee,All,151,29.8,970,19.2
2014,Southern,Texas,18-34,71,34.8,946,14.1
